,ts_code,trade_date,close,open,high,low,pre_close,pct_change,vol,amount,vwap
1074,PEP,20160817,108.47,107.95,108.53,107.6,108.0,0.44,2963855,320396608.15,108.1
1075,PEP,20160816,108.0,108.25,108.69,107.91,108.72,-0.66,2677205,289376143.52,108.09
1076,PEP,20160815,108.72,108.71,108.99,108.64,108.59,0.12,2357829,256578480.21,108.82
1077,PEP,20160812,108.59,108.64,108.94,108.37,108.48,0.1,2563420,278392051.79,108.6
1078,PEP,20160811,108.48,109.01,109.18,108.45,108.82,-0.31,2786795,302934955.51,108.7
1079,PEP,20160810,108.82,108.45,108.96,108.45,108.28,0.5,2189898,238202454.02,108.77
1080,PEP,20160809,108.28,108.25,108.75,108.06,108.14,0.13,2378294,257866764.78,108.43
1081,PEP,20160808,108.14,108.42,108.62,107.67,108.66,-0.48,3304241,357041776.84,108.06
1082,PEP,20160805,108.66,108.74,109.36,108.37,108.42,0.22,3189398,346812299.96,108.74
1083,PEP,20160804,108.42,108.17,108.55,107.98,108.04,0.35,3226924,349375544.13,108.27
1084,PEP,20160803,108.04,108.93,108.98,107.68,108.72,-0.63,3691873,398506309.43,107.94
1085,PEP,20160802,108.72,109.25,109.25,108.28,108.93,-0.19,3431600,373014920.0,108.7
1086,PEP,20160801,108.93,108.72,109.09,108.34,108.92,0.01,3880700,422215153.9,108.8
1087,PEP,20160729,108.92,108.26,109.11,108.12,108.13,0.73,3995291,434884668.6,108.85
1088,PEP,20160728,108.13,107.55,108.38,107.17,107.48,0.6,3446464,371772484.2,107.87
1089,PEP,20160727,107.48,108.04,108.04,106.69,108.2,-0.67,4724207,507222043.29,107.37
1090,PEP,20160726,108.2,109.0,109.23,108.03,109.02,-0.75,3386081,366935376.43,108.37
1091,PEP,20160725,109.02,109.24,109.28,108.38,109.19,-0.16,3053106,332311658.84,108.84
1092,PEP,20160722,109.19,108.78,109.41,108.78,108.58,0.56,2693784,294087968.81,109.17
1093,PEP,20160721,108.58,108.71,108.87,108.11,108.92,-0.31,2806940,304447729.75,108.46
1094,PEP,20160720,108.92,109.86,109.91,108.68,109.53,-0.56,3021759,329286215.22,108.97
1095,PEP,20160719,109.53,108.86,109.56,108.71,109.21,0.29,3987524,435536511.4,109.22
1096,PEP,20160718,109.21,109.66,109.7,108.84,109.66,-0.41,3688714,402945932.46,109.24
1097,PEP,20160715,109.66,109.77,110.49,108.97,109.96,-0.27,5230578,573599829.1,109.66
1098,PEP,20160714,109.96,109.83,110.94,109.76,109.91,0.05,4834270,532897583.53,110.23
1099,PEP,20160713,109.91,109.07,110.06,108.89,108.79,1.03,5232141,573944468.24,109.7
1100,PEP,20160712,108.79,108.42,109.11,108.37,108.91,-0.11,4181000,454963458.9,108.82
1101,PEP,20160711,108.91,108.16,109.13,107.77,108.27,0.59,6446578,700828832.55,108.71
1102,PEP,20160708,108.27,108.04,108.5,107.32,107.49,0.73,6052754,653755538.44,108.01
1103,PEP,20160707,107.49,108.53,109.0,107.07,105.92,1.48,9912766,1070398315.66,107.98
1104,PEP,20160706,105.92,106.59,106.73,105.63,106.42,-0.47,6126516,649861607.58,106.07
1105,PEP,20160705,106.42,105.67,106.98,105.63,105.63,0.75,5365188,571465488.56,106.51
1106,PEP,20160701,105.63,106.23,106.4,105.38,105.94,-0.29,4115652,435324859.0,105.77
1107,PEP,20160630,105.94,103.75,106.0,103.53,103.12,2.73,7973176,840553741.5,105.42
1108,PEP,20160629,103.12,102.82,103.33,102.46,102.14,0.96,4898742,504243728.9,102.93
1109,PEP,20160628,102.14,102.16,102.34,101.5,102.13,0.01,5195063,529317695.98,101.89
1110,PEP,20160627,102.13,101.77,102.34,101.3,101.98,0.15,6398844,651906548.11,101.88
1111,PEP,20160624,101.98,102.49,103.45,101.8,104.44,-2.36,8654813,887992468.61,102.6
1112,PEP,20160623,104.44,104.46,104.5,103.91,103.74,0.67,3068134,319717695.47,104.21
1113,PEP,20160622,103.74,104.08,104.49,103.63,104.08,-0.33,3398877,353225947.0,103.92
1114,PEP,20160621,104.08,103.81,104.41,103.76,103.37,0.69,3214510,334805038.89,104.15
1115,PEP,20160620,103.37,104.07,104.68,103.35,103.41,-0.04,3567059,370402693.15,103.84
1116,PEP,20160617,103.41,103.59,103.86,102.4,103.85,-0.42,5577859,575808520.21,103.23
1117,PEP,20160616,103.85,102.51,103.93,102.51,102.86,0.96,3520867,363935473.72,103.37
1118,PEP,20160615,102.86,103.27,103.57,102.75,103.23,-0.36,3434378,354032512.69,103.08
