Day,Year,Month,Day_num,Last_day_value,Today_value
2016/7/8,2016,7,42559,0.5109843724666642,2.380915394
2016/7/11,2016,7,42562,0.49035973461666416,2.085828291
2016/7/12,2016,7,42563,0.47272869293333086,1.98161438
2016/7/13,2016,7,42564,0.4444780254166642,1.511363582
2016/7/14,2016,7,42565,0.4225256848499975,1.517446719
2016/7/15,2016,7,42566,0.38193680801666413,1.667164684
2016/7/18,2016,7,42569,0.33409636228333084,1.898913642
2016/7/19,2016,7,42570,0.2938542100499975,1.729321585
2016/7/20,2016,7,42571,0.2627349166166642,2.028470337
2016/7/21,2016,7,42572,0.23291028724999752,2.141483799
2016/7/22,2016,7,42573,0.1975070435666642,1.78914134
2016/7/25,2016,7,42576,0.1693055493166642,1.977573131
2016/7/26,2016,7,42577,0.1570702763166642,2.50680942
2016/7/27,2016,7,42578,0.2408164645666642,3.117256518
2016/7/28,2016,7,42579,0.3207391570499975,2.7563606810000003
2016/7/29,2016,7,42580,0.3975877420333308,2.384314746
2016/8/1,2016,8,42583,0.46786851156666415,1.8764252890000002
2016/8/2,2016,8,42584,0.5402848628666642,1.834145186
2016/8/3,2016,8,42585,0.615905670866664,2.041965819
2016/8/4,2016,8,42586,0.7027168618999974,1.980710931
2016/8/5,2016,8,42587,0.7895684200333307,1.961739794
2016/8/8,2016,8,42590,0.8819836005166641,2.12191329
2016/8/9,2016,8,42591,0.9645305192499974,2.099048055
2016/8/10,2016,8,42592,1.0410186841166642,1.912173944
2016/8/11,2016,8,42593,1.1057887572999974,2.012717345
2016/8/12,2016,8,42594,1.1637305231833308,1.917237724
2016/8/15,2016,8,42597,1.2002721692333307,1.6897265209999999
2016/8/16,2016,8,42598,1.2294539741166643,2.021531385
2016/8/17,2016,8,42599,1.2580075152499974,1.7712529369999999
2016/8/18,2016,8,42600,1.2964743492999977,2.132506883
2016/8/19,2016,8,42601,1.3305532338666644,1.932680786
2016/8/22,2016,8,42604,1.372743963283331,2.03642201
2016/8/23,2016,8,42605,1.414036958283331,1.919623642
2016/8/24,2016,8,42606,1.447854632649998,1.8644497580000001
2016/8/25,2016,8,42607,1.4648406023666645,1.839431725
2016/8/26,2016,8,42608,1.4878685697999978,2.098544985
2016/8/29,2016,8,42611,1.5125087853666648,1.875530572
2016/8/30,2016,8,42612,1.5455217407666646,2.259399486
2016/8/31,2016,8,42613,1.5799481091333312,2.430948902
2016/9/1,2016,9,42614,1.6290038708833312,2.999400908
2016/9/2,2016,9,42615,1.675982346683331,2.5854318309999997
2016/9/6,2016,9,42619,1.7221555168666645,2.64263126
2016/9/7,2016,9,42620,1.7674055101166646,2.790352842
2016/9/8,2016,9,42621,1.8133511865666645,2.889172602
2016/9/9,2016,9,42622,1.877342719099998,4.164050501
2016/9/12,2016,9,42625,1.9369834472166647,3.4316868680000003
2016/9/13,2016,9,42626,2.0047620214333315,4.177825341
2016/9/14,2016,9,42627,2.0701663321333315,4.028154766
2016/9/15,2016,9,42628,2.1393339531166644,3.98036426
2016/9/16,2016,9,42629,2.207716812099998,4.221125973
2016/9/19,2016,9,42632,2.275680892816665,3.916102757
2016/9/20,2016,9,42633,2.315764033566665,3.5537780310000002
2016/9/21,2016,9,42634,2.3516305642833317,3.145377182
2016/9/22,2016,9,42635,2.3824961260166644,2.7807751439999997
2016/9/23,2016,9,42636,2.4218929769833313,3.024746967
2016/9/26,2016,9,42639,2.487089336683331,3.2094137089999997
2016/9/27,2016,9,42640,2.480815627399998,3.0164990489999997
2016/9/28,2016,9,42641,2.482047612699998,3.1192279999999997
2016/9/29,2016,9,42642,2.4703315159666643,2.727505957
2016/9/30,2016,9,42643,2.467247832349998,2.527140775
2016/10/3,2016,10,42646,2.4994661816666643,4.314016353
2016/10/4,2016,10,42647,2.5449878342999974,4.817127449
2016/10/5,2016,10,42648,2.600557404783331,5.315788609
2016/10/6,2016,10,42649,2.6541716238999977,4.728216729
2016/10/7,2016,10,42650,2.7089749365833313,4.80564548
2016/10/10,2016,10,42653,2.756626824599998,4.526277965
