Year,Month,Day,Day_num,Close_Last_Day,Close
2015,3,2015/3/10,42073,17995.7207,17662.93945
2015,3,2015/3/11,42074,17662.93945,17635.39063
2015,3,2015/3/12,42075,17635.39063,17895.2207
2015,3,2015/3/13,42076,17895.2207,17749.31055
2015,3,2015/3/16,42079,17749.31055,17977.41992
2015,3,2015/3/17,42080,17977.41992,17849.08008
2015,3,2015/3/18,42081,17849.08008,18076.18945
2015,3,2015/3/19,42082,18076.18945,17959.0293
2015,3,2015/3/20,42083,17959.0293,18127.65039
2015,3,2015/3/23,42086,18127.65039,18116.03906
2015,3,2015/3/24,42087,18116.03906,18011.14063
2015,3,2015/3/25,42088,18011.14063,17718.53906
2015,3,2015/3/26,42089,17718.53906,17678.23047
2015,3,2015/3/27,42090,17678.23047,17712.66016
2015,3,2015/3/30,42093,17712.66016,17976.31055
2015,3,2015/3/31,42094,17976.31055,17776.11914
2015,4,2015/4/1,42095,17776.11914,17698.17969
2015,4,2015/4/2,42096,17698.17969,17763.24023
2015,4,2015/4/6,42100,17763.24023,17880.84961
2015,4,2015/4/7,42101,17880.84961,17875.41992
2015,4,2015/4/8,42102,17875.41992,17902.50977
2015,4,2015/4/9,42103,17902.50977,17958.73047
2015,4,2015/4/10,42104,17958.73047,18057.65039
2015,4,2015/4/13,42107,18057.65039,17977.03906
2015,4,2015/4/14,42108,17977.03906,18036.69922
2015,4,2015/4/15,42109,18036.69922,18112.60938
2015,4,2015/4/16,42110,18112.60938,18105.76953
2015,4,2015/4/17,42111,18105.76953,17826.30078
2015,4,2015/4/20,42114,17826.30078,18034.92969
2015,4,2015/4/21,42115,18034.92969,17949.58984
2015,4,2015/4/22,42116,17949.58984,18038.26953
2015,4,2015/4/23,42117,18038.26953,18058.68945
2015,4,2015/4/24,42118,18058.68945,18080.14063
2015,4,2015/4/27,42121,18080.14063,18037.9707
2015,4,2015/4/28,42122,18037.9707,18110.14063
2015,4,2015/4/29,42123,18110.14063,18035.5293
2015,4,2015/4/30,42124,18035.5293,17840.51953
2015,5,2015/5/1,42125,17840.51953,18024.06055
2015,5,2015/5/4,42128,18024.06055,18070.40039
2015,5,2015/5/5,42129,18070.40039,17928.19922
2015,5,2015/5/6,42130,17928.19922,17841.98047
2015,5,2015/5/7,42131,17841.98047,17924.06055
2015,5,2015/5/8,42132,17924.06055,18191.10938
2015,5,2015/5/11,42135,18191.10938,18105.16992
2015,5,2015/5/12,42136,18105.16992,18068.23047
2015,5,2015/5/13,42137,18068.23047,18060.49023
2015,5,2015/5/14,42138,18060.49023,18252.24023
2015,5,2015/5/15,42139,18252.24023,18272.56055
2015,5,2015/5/18,42142,18272.56055,18298.88086
2015,5,2015/5/19,42143,18298.88086,18312.39063
2015,5,2015/5/20,42144,18312.39063,18285.40039
2015,5,2015/5/21,42145,18285.40039,18285.74023
2015,5,2015/5/22,42146,18285.74023,18232.01953
2015,5,2015/5/26,42150,18232.01953,18041.53906
2015,5,2015/5/27,42151,18041.53906,18162.99023
2015,5,2015/5/28,42152,18162.99023,18126.11914
2015,5,2015/5/29,42153,18126.11914,18010.67969
2015,6,2015/6/1,42156,18010.67969,18040.36914
2015,6,2015/6/2,42157,18040.36914,18011.93945
2015,6,2015/6/3,42158,18011.93945,18076.26953
2015,6,2015/6/4,42159,18076.26953,17905.58008
2015,6,2015/6/5,42160,17905.58008,17849.46094
2015,6,2015/6/8,42163,17849.46094,17766.55078
2015,6,2015/6/9,42164,17766.55078,17764.03906
2015,6,2015/6/10,42165,17764.03906,18000.40039
2015,6,2015/6/11,42166,18000.40039,18039.36914
2015,6,2015/6/12,42167,18039.36914,17898.83984
2015,6,2015/6/15,42170,17898.83984,17791.16992
2015,6,2015/6/16,42171,17791.16992,17904.48047
2015,6,2015/6/17,42172,17904.48047,17935.74023
2015,6,2015/6/18,42173,17935.74023,18115.83984
2015,6,2015/6/19,42174,18115.83984,18015.94922
2015,6,2015/6/22,42177,18015.94922,18119.7793
2015,6,2015/6/23,42178,18119.7793,18144.07031
2015,6,2015/6/24,42179,18144.07031,17966.07031
2015,6,2015/6/25,42180,17966.07031,17890.35938
2015,6,2015/6/26,42181,17890.35938,17946.67969
2015,6,2015/6/29,42184,17946.67969,17596.34961
2015,6,2015/6/30,42185,17596.34961,17619.50977
2015,7,2015/7/1,42186,17619.50977,17757.91016
2015,7,2015/7/2,42187,17757.91016,17730.10938
2015,7,2015/7/6,42191,17730.10938,17683.58008
2015,7,2015/7/7,42192,17683.58008,17776.91016
2015,7,2015/7/8,42193,17776.91016,17515.41992
2015,7,2015/7/9,42194,17515.41992,17548.61914
2015,7,2015/7/10,42195,17548.61914,17760.41016
2015,7,2015/7/13,42198,17760.41016,17977.67969
2015,7,2015/7/14,42199,17977.67969,18053.58008
2015,7,2015/7/15,42200,18053.58008,18050.16992
2015,7,2015/7/16,42201,18050.16992,18120.25
2015,7,2015/7/17,42202,18120.25,18086.44922
2015,7,2015/7/20,42205,18086.44922,18100.41016
2015,7,2015/7/21,42206,18100.41016,17919.28906
2015,7,2015/7/22,42207,17919.28906,17851.03906
2015,7,2015/7/23,42208,17851.03906,17731.91992
2015,7,2015/7/24,42209,17731.91992,17568.5293
2015,7,2015/7/27,42212,17568.5293,17440.58984
2015,7,2015/7/28,42213,17440.58984,17630.26953
2015,7,2015/7/29,42214,17630.26953,17751.39063
2015,7,2015/7/30,42215,17751.39063,17745.98047
2015,7,2015/7/31,42216,17745.98047,17689.85938
2015,8,2015/8/3,42219,17689.85938,17598.19922
2015,8,2015/8/4,42220,17598.19922,17550.68945
2015,8,2015/8/5,42221,17550.68945,17540.4707
2015,8,2015/8/6,42222,17540.4707,17419.75
2015,8,2015/8/7,42223,17419.75,17373.38086
2015,8,2015/8/10,42226,17373.38086,17615.16992
2015,8,2015/8/11,42227,17615.16992,17402.83984
2015,8,2015/8/12,42228,17402.83984,17402.50977
2015,8,2015/8/13,42229,17402.50977,17408.25
2015,8,2015/8/14,42230,17408.25,17477.40039
2015,8,2015/8/17,42233,17477.40039,17545.17969
2015,8,2015/8/18,42234,17545.17969,17511.33984
2015,8,2015/8/19,42235,17511.33984,17348.73047
2015,8,2015/8/20,42236,17348.73047,16990.68945
2015,8,2015/8/21,42237,16990.68945,16459.75
2015,8,2015/8/24,42240,16459.75,15871.34961
2015,8,2015/8/25,42241,15871.34961,15666.44043
2015,8,2015/8/26,42242,15666.44043,16285.50977
2015,8,2015/8/27,42243,16285.50977,16654.76953
2015,8,2015/8/28,42244,16654.76953,16643.00977
2015,8,2015/8/31,42247,16643.00977,16528.0293
2015,9,2015/9/1,42248,16528.0293,16058.34961
2015,9,2015/9/2,42249,16058.34961,16351.37988
2015,9,2015/9/3,42250,16351.37988,16374.75977
2015,9,2015/9/4,42251,16374.75977,16102.37988
2015,9,2015/9/8,42255,16102.37988,16492.67969
2015,9,2015/9/9,42256,16492.67969,16253.57031
2015,9,2015/9/10,42257,16253.57031,16330.40039
2015,9,2015/9/11,42258,16330.40039,16433.08984
2015,9,2015/9/14,42261,16433.08984,16370.95996
2015,9,2015/9/15,42262,16370.95996,16599.84961
2015,9,2015/9/16,42263,16599.84961,16739.94922
2015,9,2015/9/17,42264,16739.94922,16674.74023
2015,9,2015/9/18,42265,16674.74023,16384.58008
2015,9,2015/9/21,42268,16384.58008,16510.18945
2015,9,2015/9/22,42269,16510.18945,16330.46973
2015,9,2015/9/23,42270,16330.46973,16279.88965
2015,9,2015/9/24,42271,16279.88965,16201.32031
2015,9,2015/9/25,42272,16201.32031,16314.66992
2015,9,2015/9/28,42275,16314.66992,16001.88965
2015,9,2015/9/29,42276,16001.88965,16049.12988
2015,9,2015/9/30,42277,16049.12988,16284.7002
2015,10,2015/10/1,42278,16284.7002,16272.00977
2015,10,2015/10/2,42279,16272.00977,16472.36914
2015,10,2015/10/5,42282,16472.36914,16776.42969
2015,10,2015/10/6,42283,16776.42969,16790.18945
2015,10,2015/10/7,42284,16790.18945,16912.28906
2015,10,2015/10/8,42285,16912.28906,17050.75
2015,10,2015/10/9,42286,17050.75,17084.49023
2015,10,2015/10/12,42289,17084.49023,17131.85938
2015,10,2015/10/13,42290,17131.85938,17081.89063
2015,10,2015/10/14,42291,17081.89063,16924.75
2015,10,2015/10/15,42292,16924.75,17141.75
2015,10,2015/10/16,42293,17141.75,17215.9707
2015,10,2015/10/19,42296,17215.9707,17230.53906
2015,10,2015/10/20,42297,17230.53906,17217.10938
2015,10,2015/10/21,42298,17217.10938,17168.60938
2015,10,2015/10/22,42299,17168.60938,17489.16016
2015,10,2015/10/23,42300,17489.16016,17646.69922
2015,10,2015/10/26,42303,17646.69922,17623.05078
2015,10,2015/10/27,42304,17623.05078,17581.42969
2015,10,2015/10/28,42305,17581.42969,17779.51953
2015,10,2015/10/29,42306,17779.51953,17755.80078
2015,10,2015/10/30,42307,17755.80078,17663.53906
2015,11,2015/11/2,42310,17663.53906,17828.75977
2015,11,2015/11/3,42311,17828.75977,17918.15039
2015,11,2015/11/4,42312,17918.15039,17867.58008
2015,11,2015/11/5,42313,17867.58008,17863.42969
2015,11,2015/11/6,42314,17863.42969,17910.33008
2015,11,2015/11/9,42317,17910.33008,17730.48047
2015,11,2015/11/10,42318,17730.48047,17758.21094
2015,11,2015/11/11,42319,17758.21094,17702.2207
2015,11,2015/11/12,42320,17702.2207,17448.07031
2015,11,2015/11/13,42321,17448.07031,17245.24023
2015,11,2015/11/16,42324,17245.24023,17483.00977
2015,11,2015/11/17,42325,17483.00977,17489.5
2015,11,2015/11/18,42326,17489.5,17737.16016
2015,11,2015/11/19,42327,17737.16016,17732.75
2015,11,2015/11/20,42328,17732.75,17823.81055
2015,11,2015/11/23,42331,17823.81055,17792.67969
2015,11,2015/11/24,42332,17792.67969,17812.18945
2015,11,2015/11/25,42333,17812.18945,17813.39063
2015,11,2015/11/27,42335,17813.39063,17813.39063
2015,11,2015/11/30,42338,17813.39063,17719.91992
2015,12,2015/12/1,42339,17719.91992,17888.34961
2015,12,2015/12/2,42340,17888.34961,17729.67969
2015,12,2015/12/3,42341,17729.67969,17477.66992
2015,12,2015/12/4,42342,17477.66992,17847.63086
2015,12,2015/12/7,42345,17847.63086,17730.50977
2015,12,2015/12/8,42346,17730.50977,17568
2015,12,2015/12/9,42347,17568,17492.30078
2015,12,2015/12/10,42348,17492.30078,17574.75
2015,12,2015/12/11,42349,17574.75,17265.21094
2015,12,2015/12/14,42352,17265.21094,17368.5
2015,12,2015/12/15,42353,17368.5,17524.91016
2015,12,2015/12/16,42354,17524.91016,17749.08984
2015,12,2015/12/17,42355,17749.08984,17495.83984
2015,12,2015/12/18,42356,17495.83984,17128.55078
2015,12,2015/12/21,42359,17128.55078,17251.61914
2015,12,2015/12/22,42360,17251.61914,17417.26953
2015,12,2015/12/23,42361,17417.26953,17602.60938
2015,12,2015/12/24,42362,17602.60938,17552.16992
2015,12,2015/12/28,42366,17552.16992,17528.26953
2015,12,2015/12/29,42367,17528.26953,17720.98047
2015,12,2015/12/30,42368,17720.98047,17603.86914
2015,12,2015/12/31,42369,17603.86914,17425.0293
2016,1,2016/1/4,42373,17425.0293,17148.93945
2016,1,2016/1/5,42374,17148.93945,17158.66016
2016,1,2016/1/6,42375,17158.66016,16906.50977
2016,1,2016/1/7,42376,16906.50977,16514.09961
2016,1,2016/1/8,42377,16514.09961,16346.4502
2016,1,2016/1/11,42380,16346.4502,16398.57031
2016,1,2016/1/12,42381,16398.57031,16516.2207
2016,1,2016/1/13,42382,16516.2207,16151.41016
2016,1,2016/1/14,42383,16151.41016,16379.04981
2016,1,2016/1/15,42384,16379.04981,15988.08008
2016,1,2016/1/19,42388,15988.08008,16016.01953
2016,1,2016/1/20,42389,16016.01953,15766.74023
2016,1,2016/1/21,42390,15766.74023,15882.67969
2016,1,2016/1/22,42391,15882.67969,16093.50977
2016,1,2016/1/25,42394,16093.50977,15885.21973
2016,1,2016/1/26,42395,15885.21973,16167.23047
2016,1,2016/1/27,42396,16167.23047,15944.45996
2016,1,2016/1/28,42397,15944.45996,16069.63965
2016,1,2016/1/29,42398,16069.63965,16466.30078
2016,2,2016/2/1,42401,16466.30078,16449.17969
2016,2,2016/2/2,42402,16449.17969,16153.54004
2016,2,2016/2/3,42403,16153.54004,16336.66016
2016,2,2016/2/4,42404,16336.66016,16416.58008
2016,2,2016/2/5,42405,16416.58008,16204.96973
2016,2,2016/2/8,42408,16204.96973,16027.04981
2016,2,2016/2/9,42409,16027.04981,16014.37988
2016,2,2016/2/10,42410,16014.37988,15914.74023
2016,2,2016/2/11,42411,15914.74023,15660.17969
2016,2,2016/2/12,42412,15660.17969,15973.83984
2016,2,2016/2/16,42416,15973.83984,16196.41016
2016,2,2016/2/17,42417,16196.41016,16453.83008
2016,2,2016/2/18,42418,16453.83008,16413.42969
2016,2,2016/2/19,42419,16413.42969,16391.99023
2016,2,2016/2/22,42422,16391.99023,16620.66016
2016,2,2016/2/23,42423,16620.66016,16431.7793
2016,2,2016/2/24,42424,16431.7793,16484.99023
2016,2,2016/2/25,42425,16484.99023,16697.28906
2016,2,2016/2/26,42426,16697.28906,16639.9707
2016,2,2016/2/29,42429,16639.9707,16516.5
2016,3,2016/3/1,42430,16516.5,16865.08008
2016,3,2016/3/2,42431,16865.08008,16899.32031
2016,3,2016/3/3,42432,16899.32031,16943.90039
2016,3,2016/3/4,42433,16943.90039,17006.76953
2016,3,2016/3/7,42436,17006.76953,17073.94922
2016,3,2016/3/8,42437,17073.94922,16964.09961
2016,3,2016/3/9,42438,16964.09961,17000.35938
2016,3,2016/3/10,42439,17000.35938,16995.13086
2016,3,2016/3/11,42440,16995.13086,17213.31055
2016,3,2016/3/14,42443,17213.31055,17229.13086
2016,3,2016/3/15,42444,17229.13086,17251.5293
2016,3,2016/3/16,42445,17251.5293,17325.75977
2016,3,2016/3/17,42446,17325.75977,17481.49023
2016,3,2016/3/18,42447,17481.49023,17602.30078
2016,3,2016/3/21,42450,17602.30078,17623.86914
2016,3,2016/3/22,42451,17623.86914,17582.57031
2016,3,2016/3/23,42452,17582.57031,17502.58984
2016,3,2016/3/24,42453,17502.58984,17515.73047
2016,3,2016/3/28,42457,17515.73047,17535.39063
2016,3,2016/3/29,42458,17535.39063,17633.10938
2016,3,2016/3/30,42459,17633.10938,17716.66016
2016,3,2016/3/31,42460,17716.66016,17685.08984
2016,4,2016/4/1,42461,17685.08984,17792.75
2016,4,2016/4/4,42464,17792.75,17737
2016,4,2016/4/5,42465,17737,17603.32031
2016,4,2016/4/6,42466,17603.32031,17716.05078
2016,4,2016/4/7,42467,17716.05078,17541.96094
2016,4,2016/4/8,42468,17541.96094,17576.96094
2016,4,2016/4/11,42471,17576.96094,17556.41016
2016,4,2016/4/12,42472,17556.41016,17721.25
2016,4,2016/4/13,42473,17721.25,17908.2793
2016,4,2016/4/14,42474,17908.2793,17926.42969
2016,4,2016/4/15,42475,17926.42969,17897.46094
2016,4,2016/4/18,42478,17897.46094,18004.16016
2016,4,2016/4/19,42479,18004.16016,18053.59961
2016,4,2016/4/20,42480,18053.59961,18096.26953
2016,4,2016/4/21,42481,18096.26953,17982.51953
2016,4,2016/4/22,42482,17982.51953,18003.75
2016,4,2016/4/25,42485,18003.75,17977.24023
2016,4,2016/4/26,42486,17977.24023,17990.32031
2016,4,2016/4/27,42487,17990.32031,18041.55078
2016,4,2016/4/28,42488,18041.55078,17830.75977
2016,4,2016/4/29,42489,17830.75977,17773.64063
2016,5,2016/5/2,42492,17773.64063,17891.16016
2016,5,2016/5/3,42493,17891.16016,17750.91016
2016,5,2016/5/4,42494,17750.91016,17651.25977
2016,5,2016/5/5,42495,17651.25977,17660.71094
2016,5,2016/5/6,42496,17660.71094,17740.63086
2016,5,2016/5/9,42499,17740.63086,17705.91016
2016,5,2016/5/10,42500,17705.91016,17928.34961
2016,5,2016/5/11,42501,17928.34961,17711.11914
2016,5,2016/5/12,42502,17711.11914,17720.5
2016,5,2016/5/13,42503,17720.5,17535.32031
2016,5,2016/5/16,42506,17535.32031,17710.71094
2016,5,2016/5/17,42507,17710.71094,17529.98047
2016,5,2016/5/18,42508,17529.98047,17526.61914
2016,5,2016/5/19,42509,17526.61914,17435.40039
2016,5,2016/5/20,42510,17435.40039,17500.93945
2016,5,2016/5/23,42513,17500.93945,17492.92969
2016,5,2016/5/24,42514,17492.92969,17706.05078
2016,5,2016/5/25,42515,17706.05078,17851.50977
2016,5,2016/5/26,42516,17851.50977,17828.28906
2016,5,2016/5/27,42517,17828.28906,17873.2207
2016,5,2016/5/31,42521,17873.2207,17787.19922
2016,6,2016/6/1,42522,17787.19922,17789.66992
2016,6,2016/6/2,42523,17789.66992,17838.56055
2016,6,2016/6/3,42524,17838.56055,17807.06055
2016,6,2016/6/6,42527,17807.06055,17920.33008
2016,6,2016/6/7,42528,17920.33008,17938.2793
2016,6,2016/6/8,42529,17938.2793,18005.05078
2016,6,2016/6/9,42530,18005.05078,17985.18945
2016,6,2016/6/10,42531,17985.18945,17865.33984
2016,6,2016/6/13,42534,17865.33984,17732.48047
2016,6,2016/6/14,42535,17732.48047,17674.82031
2016,6,2016/6/15,42536,17674.82031,17640.16992
2016,6,2016/6/16,42537,17640.16992,17733.09961
2016,6,2016/6/17,42538,17733.09961,17675.16016
2016,6,2016/6/20,42541,17675.16016,17804.86914
2016,6,2016/6/21,42542,17804.86914,17829.73047
2016,6,2016/6/22,42543,17829.73047,17780.83008
2016,6,2016/6/23,42544,17780.83008,18011.07031
2016,6,2016/6/24,42545,18011.07031,17400.75
2016,6,2016/6/27,42548,17400.75,17140.24023
2016,6,2016/6/28,42549,17140.24023,17409.7207
2016,6,2016/6/29,42550,17409.7207,17694.67969
2016,6,2016/6/30,42551,17694.67969,17929.99023
2016,7,2016/7/1,42552,17929.99023,17949.36914
2016,7,2016/7/5,42556,17949.36914,17840.61914
2016,7,2016/7/6,42557,17840.61914,17918.61914
2016,7,2016/7/7,42558,17918.61914,17895.88086
2016,7,2016/7/8,42559,17895.88086,18146.74023
2016,7,2016/7/11,42562,18146.74023,18226.92969
2016,7,2016/7/12,42563,18226.92969,18347.66992
2016,7,2016/7/13,42564,18347.66992,18372.11914
2016,7,2016/7/14,42565,18372.11914,18506.41016
2016,7,2016/7/15,42566,18506.41016,18516.55078
2016,7,2016/7/18,42569,18516.55078,18533.05078
2016,7,2016/7/19,42570,18533.05078,18559.00977
2016,7,2016/7/20,42571,18559.00977,18595.0293
2016,7,2016/7/21,42572,18595.0293,18517.23047
2016,7,2016/7/22,42573,18517.23047,18570.84961
2016,7,2016/7/25,42576,18570.84961,18493.06055
2016,7,2016/7/26,42577,18493.06055,18473.75
2016,7,2016/7/27,42578,18473.75,18472.16992
2016,7,2016/7/28,42579,18472.16992,18456.34961
2016,7,2016/7/29,42580,18456.34961,18432.24023
2016,8,2016/8/1,42583,18432.24023,18404.50977
2016,8,2016/8/2,42584,18404.50977,18313.76953
2016,8,2016/8/3,42585,18313.76953,18355
2016,8,2016/8/4,42586,18355,18352.05078
2016,8,2016/8/5,42587,18352.05078,18543.5293
2016,8,2016/8/8,42590,18543.5293,18529.28906
2016,8,2016/8/9,42591,18529.28906,18533.05078
2016,8,2016/8/10,42592,18533.05078,18495.66016
2016,8,2016/8/11,42593,18495.66016,18613.51953
2016,8,2016/8/12,42594,18613.51953,18576.4707
2016,8,2016/8/15,42597,18576.4707,18636.05078
2016,8,2016/8/16,42598,18636.05078,18552.01953
2016,8,2016/8/17,42599,18552.01953,18573.93945
2016,8,2016/8/18,42600,18573.93945,18597.69922
2016,8,2016/8/19,42601,18597.69922,18552.57031
2016,8,2016/8/22,42604,18552.57031,18529.41992
2016,8,2016/8/23,42605,18529.41992,18547.30078
2016,8,2016/8/24,42606,18547.30078,18481.48047
2016,8,2016/8/25,42607,18481.48047,18448.41016
2016,8,2016/8/26,42608,18448.41016,18395.40039
2016,8,2016/8/29,42611,18395.40039,18502.99023
2016,8,2016/8/30,42612,18502.99023,18454.30078
2016,8,2016/8/31,42613,18454.30078,18400.88086
2016,9,2016/9/1,42614,18400.88086,18419.30078
2016,9,2016/9/2,42615,18419.30078,18491.96094
2016,9,2016/9/6,42619,18491.96094,18538.11914
2016,9,2016/9/7,42620,18538.11914,18526.14063
2016,9,2016/9/8,42621,18526.14063,18479.91016
2016,9,2016/9/9,42622,18479.91016,18085.44922
2016,9,2016/9/12,42625,18085.44922,18325.07031
2016,9,2016/9/13,42626,18325.07031,18066.75
2016,9,2016/9/14,42627,18066.75,18034.76953
2016,9,2016/9/15,42628,18034.76953,18212.48047
2016,9,2016/9/16,42629,18212.48047,18123.80078
2016,9,2016/9/19,42632,18123.80078,18120.16992
2016,9,2016/9/20,42633,18120.16992,18129.96094
2016,9,2016/9/21,42634,18129.96094,18293.69922
2016,9,2016/9/22,42635,18293.69922,18392.46094
2016,9,2016/9/23,42636,18392.46094,18261.44922
2016,9,2016/9/26,42639,18261.44922,18094.83008
2016,9,2016/9/27,42640,18094.83008,18228.30078
2016,9,2016/9/28,42641,18228.30078,18339.24023
2016,9,2016/9/29,42642,18339.24023,18143.44922
2016,9,2016/9/30,42643,18143.44922,18308.15039
2016,10,2016/10/3,42646,18308.15039,18253.84961
2016,10,2016/10/4,42647,18253.84961,18168.44922
2016,10,2016/10/5,42648,18168.44922,18281.0293
2016,10,2016/10/6,42649,18281.0293,18268.5
2016,10,2016/10/7,42650,18268.5,18240.49023
2016,10,2016/10/10,42653,18240.49023,18329.03906
2016,10,2016/10/11,42654,18329.03906,18128.66016
2016,10,2016/10/12,42655,18128.66016,18144.19922
2016,10,2016/10/13,42656,18144.19922,18098.93945
2016,10,2016/10/14,42657,18098.93945,18138.38086
2016,10,2016/10/17,42660,18138.38086,18086.40039
2016,10,2016/10/18,42661,18086.40039,18161.93945
2016,10,2016/10/19,42662,18161.93945,18202.61914
2016,10,2016/10/20,42663,18202.61914,18162.34961
2016,10,2016/10/21,42664,18162.34961,18145.71094
2016,10,2016/10/24,42667,18145.71094,18223.0293
2016,10,2016/10/25,42668,18223.0293,18169.26953
2016,10,2016/10/26,42669,18169.26953,18199.33008
2016,10,2016/10/27,42670,18199.33008,18169.67969
2016,10,2016/10/28,42671,18169.67969,18161.18945
2016,10,2016/10/31,42674,18161.18945,18142.41992
2016,11,2016/11/1,42675,18142.41992,18037.09961
2016,11,2016/11/2,42676,18037.09961,17959.64063
2016,11,2016/11/3,42677,17959.64063,17930.66992
2016,11,2016/11/4,42678,17930.66992,17888.2793
2016,11,2016/11/7,42681,17888.2793,18259.59961
2016,11,2016/11/8,42682,18259.59961,18332.74023
2016,11,2016/11/9,42683,18332.74023,18589.68945
2016,11,2016/11/10,42684,18589.68945,18807.88086
2016,11,2016/11/11,42685,18807.88086,18847.66016
2016,11,2016/11/14,42688,18847.66016,18868.68945
2016,11,2016/11/15,42689,18868.68945,18923.06055
2016,11,2016/11/16,42690,18923.06055,18868.14063
2016,11,2016/11/17,42691,18868.14063,18903.82031
2016,11,2016/11/18,42692,18903.82031,18867.92969
2016,11,2016/11/21,42695,18867.92969,18956.68945
2016,11,2016/11/22,42696,18956.68945,19023.86914
2016,11,2016/11/23,42697,19023.86914,19083.17969
2016,11,2016/11/25,42699,19083.17969,19152.14063
2016,11,2016/11/28,42702,19152.14063,19097.90039
2016,11,2016/11/29,42703,19097.90039,19121.59961
2016,11,2016/11/30,42704,19121.59961,19123.58008
2016,12,2016/12/1,42705,19123.58008,19191.92969
2016,12,2016/12/2,42706,19191.92969,19170.41992
2016,12,2016/12/5,42709,19170.41992,19216.24023
2016,12,2016/12/6,42710,19216.24023,19251.7793
2016,12,2016/12/7,42711,19251.7793,19549.61914
2016,12,2016/12/8,42712,19549.61914,19614.81055
2016,12,2016/12/9,42713,19614.81055,19756.84961
2016,12,2016/12/12,42716,19756.84961,19796.42969
2016,12,2016/12/13,42717,19796.42969,19911.21094
2016,12,2016/12/14,42718,19911.21094,19792.5293
2016,12,2016/12/15,42719,19792.5293,19852.24023
2016,12,2016/12/16,42720,19852.24023,19843.41016
2016,12,2016/12/19,42723,19843.41016,19883.06055
2016,12,2016/12/20,42724,19883.06055,19974.61914
2016,12,2016/12/21,42725,19974.61914,19941.96094
2016,12,2016/12/22,42726,19941.96094,19918.88086
2016,12,2016/12/23,42727,19918.88086,19933.81055
2016,12,2016/12/27,42731,19933.81055,19945.03906
2016,12,2016/12/28,42732,19945.03906,19833.67969
2016,12,2016/12/29,42733,19833.67969,19819.7793
2016,12,2016/12/30,42734,19819.7793,19762.59961
2017,1,2017/1/3,42738,19762.59961,19881.75977
2017,1,2017/1/4,42739,19881.75977,19942.16016
2017,1,2017/1/5,42740,19942.16016,19899.28906
2017,1,2017/1/6,42741,19899.28906,19963.80078
2017,1,2017/1/9,42744,19963.80078,19887.38086
2017,1,2017/1/10,42745,19887.38086,19855.5293
2017,1,2017/1/11,42746,19855.5293,19954.2793
2017,1,2017/1/12,42747,19954.2793,19891
2017,1,2017/1/13,42748,19891,19885.73047
2017,1,2017/1/17,42752,19885.73047,19826.76953
2017,1,2017/1/18,42753,19826.76953,19804.7207
2017,1,2017/1/19,42754,19804.7207,19732.40039
2017,1,2017/1/20,42755,19732.40039,19827.25
2017,1,2017/1/23,42758,19827.25,19799.84961
2017,1,2017/1/24,42759,19799.84961,19912.71094
