Year,Month,Day,C,I,G,NX,American_GDP,GDP
2015,1,2015/1/5,-464.5798581,451198098,16203,601,2.68E+11,2.64E+11
2015,1,2015/1/6,-469.069098,420962185,16203,601,2.65E+11,2.71E+11
2015,1,2015/1/7,-473.9310867,320191232,16203,601,2.68E+11,2.72E+11
2015,1,2015/1/8,-474.9822079,295003045,16203,601,2.67E+11,2.65E+11
2015,1,2015/1/9,-476.5124469,349982672,16203,601,2.65E+11,2.64E+11
2015,1,2015/1/12,-480.5853208,266567175,16203,601,2.62E+11,2.52E+11
2015,1,2015/1/13,-482.1518404,187153965,16203,601,2.70E+11,2.67E+11
2015,1,2015/1/14,-483.9680885,196012510,16203,601,2.64E+11,2.51E+11
2015,1,2015/1/15,-481.0755794,237812338,16203,601,2.63E+11,2.61E+11
2015,1,2015/1/16,-480.8789146,282681614,16203,601,2.63E+11,2.72E+11
2015,1,2015/1/19,-491.958221,329505275,16203,601,2.63E+11,2.40E+11
2015,1,2015/1/20,-489.3019664,297843232,16203,601,2.58E+11,2.47E+11
2015,1,2015/1/21,-484.753836,337928210,16203,601,2.70E+11,2.63E+11
2015,1,2015/1/22,-485.9214246,268853599,16203,601,2.60E+11,2.65E+11
2015,1,2015/1/23,-486.3198302,280172172,16203,601,2.64E+11,2.71E+11
2015,1,2015/1/26,-484.3286515,239766203,16203,601,2.70E+11,2.69E+11
2015,1,2015/1/27,-486.9967413,287669179,16203,601,2.68E+11,2.65E+11
2015,1,2015/1/28,-489.823047,216220214,16203,601,2.53E+11,2.57E+11
2015,1,2015/1/29,-491.2578307,211618860,16203,601,2.58E+11,2.63E+11
2015,1,2015/1/30,-490.2018959,196479157,16203,601,2.62E+11,2.52E+11
2015,2,2015/2/2,-492.623811,195183699,9513,606,2.68E+11,2.45E+11
2015,2,2015/2/3,-488.9952733,192846096,9513,606,2.66E+11,2.58E+11
2015,2,2015/2/4,-490.042882,191304349,9513,606,2.64E+11,2.56E+11
2015,2,2015/2/5,-493.2985317,250430609,9513,606,2.69E+11,2.55E+11
2015,2,2015/2/6,-493.0294046,192664186,9513,606,2.65E+11,2.42E+11
2015,2,2015/2/9,-483.1784866,172353820,9513,606,2.72E+11,2.44E+11
2015,2,2015/2/10,-484.4787705,159309088,9513,606,2.67E+11,2.57E+11
2015,2,2015/2/11,-484.2293352,144613772,9513,606,2.68E+11,2.55E+11
2015,2,2015/2/12,-483.7191759,156081691,9513,606,2.73E+11,2.52E+11
2015,2,2015/2/13,-484.7680958,201089971,9513,606,2.71E+11,2.61E+11
2015,2,2015/2/16,-483.9140481,165641343,9513,606,2.71E+11,2.55E+11
2015,2,2015/2/17,-485.0803384,165328313,9513,606,2.77E+11,2.65E+11
2015,2,2015/2/25,-483.5492918,165539351,9513,606,2.72E+11,2.51E+11
2015,2,2015/2/26,-480.649034,229328438,9513,606,2.81E+11,2.69E+11
2015,2,2015/2/27,-476.2075245,222786438,9513,606,2.80E+11,2.57E+11
2015,3,2015/3/2,-476.5904821,248176125,10691,31,2.68E+11,2.59E+11
2015,3,2015/3/3,-481.4524905,261866489,10691,31,2.68E+11,2.52E+11
2015,3,2015/3/4,-480.077724,199663981,10691,31,2.72E+11,2.53E+11
2015,3,2015/3/5,-481.8060506,217508805,10691,31,2.65E+11,2.61E+11
2015,3,2015/3/6,-483.7199598,181518054,10691,31,2.75E+11,2.50E+11
2015,3,2015/3/9,-475.6620869,233940411,10691,31,2.76E+11,2.65E+11
2015,3,2015/3/10,-479.4058016,194267657,10691,31,2.58E+11,2.53E+11
2015,3,2015/3/11,-475.3550546,188947825,10691,31,2.66E+11,2.64E+11
2015,3,2015/3/12,-474.426802,265664625,10691,31,2.70E+11,2.59E+11
2015,3,2015/3/13,-477.2149621,246864768,10691,31,2.66E+11,2.69E+11
2015,3,2015/3/16,-473.0761042,275438307,10691,31,2.62E+11,2.71E+11
2015,3,2015/3/17,-469.786141,371625666,10691,31,2.61E+11,2.83E+11
2015,3,2015/3/18,-466.9632834,415190011,10691,31,2.71E+11,2.88E+11
2015,3,2015/3/19,-471.2252607,391547630,10691,31,2.64E+11,2.83E+11
2015,3,2015/3/20,-473.2482727,401817552,10691,31,2.76E+11,2.82E+11
2015,3,2015/3/23,-471.2043642,391119922,10691,31,2.78E+11,2.95E+11
2015,3,2015/3/24,-470.4470518,468581312,10691,31,2.62E+11,2.86E+11
2015,3,2015/3/25,-473.2110985,379968851,10691,31,2.59E+11,2.83E+11
2015,3,2015/3/26,-466.9953716,346756315,10691,31,2.60E+11,2.85E+11
2015,3,2015/3/27,-471.0663753,298756064,10691,31,2.69E+11,2.96E+11
2015,3,2015/3/30,-468.7273773,428297020,10691,31,2.69E+11,2.95E+11
2015,3,2015/3/31,-469.7066161,436065635,10691,31,2.66E+11,3.03E+11
2015,4,2015/4/1,-470.0671855,329512853,13502,341,2.50E+11,2.31E+11
2015,4,2015/4/2,-470.8922173,339070487,13502,341,2.54E+11,2.30E+11
2015,4,2015/4/3,-468.6701769,321303766,13502,341,2.54E+11,2.37E+11
2015,4,2015/4/7,-465.2575764,415362654,13502,341,2.63E+11,2.49E+11
2015,4,2015/4/8,-461.176382,458676715,13502,341,2.60E+11,2.52E+11
2015,4,2015/4/9,-466.0285027,439699902,13502,341,2.53E+11,2.38E+11
2015,4,2015/4/10,-465.5642361,348190170,13502,341,2.67E+11,2.42E+11
2015,4,2015/4/13,-461.8062157,434153036,13502,341,2.64E+11,2.59E+11
2015,4,2015/4/14,-459.5289578,434432126,13502,341,2.56E+11,2.47E+11
2015,4,2015/4/15,-460.1711961,472154131,13502,341,2.65E+11,2.55E+11
2015,4,2015/4/16,-439.0180153,422603748,13502,341,2.54E+11,2.54E+11
2015,4,2015/4/17,-432.9410821,552802663,13502,341,2.64E+11,2.56E+11
2015,4,2015/4/20,-431.8325444,686439075,13502,341,2.54E+11,2.64E+11
2015,4,2015/4/21,-407.8672658,490314991,13502,341,2.51E+11,2.71E+11
2015,4,2015/4/22,-401.4301999,516213792,13502,341,2.67E+11,2.74E+11
2015,4,2015/4/23,-409.3415508,497430954,13502,341,2.56E+11,2.65E+11
2015,4,2015/4/24,-407.1861652,480152936,13502,341,2.62E+11,2.68E+11
2015,4,2015/4/27,-409.7361323,513076548,13502,341,2.63E+11,2.83E+11
2015,4,2015/4/28,-417.2009903,608638545,13502,341,2.60E+11,2.79E+11
2015,4,2015/4/29,-415.3916234,395056980,13502,341,2.66E+11,2.69E+11
2015,4,2015/4/30,-412.1909401,399727444,13502,341,2.52E+11,2.67E+11
2015,5,2015/5/4,-409.9953736,377843853,14355,595,2.62E+11,2.80E+11
2015,5,2015/5/5,-424.2439136,460419626,14355,595,2.60E+11,2.58E+11
2015,5,2015/5/6,-422.7642525,376073702,14355,595,2.64E+11,2.60E+11
2015,5,2015/5/7,-420.7960652,297759203,14355,595,2.57E+11,2.63E+11
2015,5,2015/5/8,-411.4441574,302407967,14355,595,2.60E+11,2.66E+11
2015,5,2015/5/11,-407.9871809,373838420,14355,595,2.56E+11,2.71E+11
2015,5,2015/5/12,-411.0722579,377053891,14355,595,2.63E+11,2.72E+11
2015,5,2015/5/13,-409.0205227,370730424,14355,595,2.60E+11,2.74E+11
2015,5,2015/5/14,-414.116307,337725152,14355,595,2.59E+11,2.69E+11
2015,5,2015/5/15,-420.4836443,328431166,14355,595,2.56E+11,2.69E+11
2015,5,2015/5/18,-424.1347365,269180489,14355,595,2.61E+11,2.63E+11
2015,5,2015/5/19,-415.092963,314785952,14355,595,2.68E+11,2.64E+11
2015,5,2015/5/20,-411.1724631,363180748,14355,595,2.57E+11,2.74E+11
2015,5,2015/5/21,-405.9956807,305054537,14355,595,2.60E+11,2.83E+11
2015,5,2015/5/22,-388.7030445,455846718,14355,595,2.55E+11,2.77E+11
2015,5,2015/5/25,-377.4744815,465736590,14355,595,2.55E+11,2.86E+11
2015,5,2015/5/26,-378.3869329,487949359,14355,595,2.67E+11,3.00E+11
2015,5,2015/5/27,-386.9753648,470798730,14355,595,2.67E+11,2.91E+11
2015,5,2015/5/28,-403.6541482,571829047,14355,595,2.54E+11,2.79E+11
2015,5,2015/5/29,-401.0808978,427878859,14355,595,2.56E+11,2.75E+11
2015,6,2015/6/1,-392.759205,417503741,15335,466,2.60E+11,2.90E+11
2015,6,2015/6/2,-397.268516,412973196,15335,466,2.57E+11,2.93E+11
2015,6,2015/6/3,-400.975888,414258270,15335,466,2.63E+11,2.97E+11
2015,6,2015/6/4,-406.0294965,482767268,15335,466,2.64E+11,2.91E+11
2015,6,2015/6/5,-409.9566732,545961196,15335,466,2.53E+11,2.98E+11
2015,6,2015/6/8,-399.0358485,637313237,15335,466,2.54E+11,2.99E+11
2015,6,2015/6/9,-404.6922466,570427263,15335,466,2.51E+11,3.10E+11
2015,6,2015/6/10,-404.0211468,442165676,15335,466,2.57E+11,3.00E+11
2015,6,2015/6/11,-405.0135446,392338755,15335,466,2.55E+11,3.03E+11
2015,6,2015/6/12,-398.5262653,430131386,15335,466,2.62E+11,2.97E+11
2015,6,2015/6/15,-403.4409221,475745703,15335,466,2.59E+11,2.99E+11
2015,6,2015/6/16,-410.944289,411675638,15335,466,2.63E+11,2.84E+11
2015,6,2015/6/17,-409.5370848,397124187,15335,466,2.60E+11,2.97E+11
2015,6,2015/6/18,-422.7264897,364395814,15335,466,2.58E+11,2.78E+11
2015,6,2015/6/19,-432.0202024,358104744,15335,466,2.65E+11,2.71E+11
2015,6,2015/6/23,-414.5484419,365087944,15335,466,2.58E+11,2.67E+11
2015,6,2015/6/24,-404.9398275,434638723,15335,466,2.53E+11,2.75E+11
2015,6,2015/6/25,-414.3147738,446135982,15335,466,2.63E+11,2.61E+11
2015,6,2015/6/26,-424.4925805,446639790,15335,466,2.53E+11,2.48E+11
2015,6,2015/6/29,-420.0684206,525662482,15335,466,2.48E+11,2.33E+11
2015,6,2015/6/30,-408.6484243,527045280,15335,466,2.49E+11,2.51E+11
2015,7,2015/7/1,-409.4951893,431721411,14249,430,2.63E+11,3.13E+11
2015,7,2015/7/2,-407.8119091,457062194,14249,430,2.69E+11,3.12E+11
2015,7,2015/7/3,-418.9801324,429300850,14249,430,2.69E+11,2.98E+11
2015,7,2015/7/6,-414.6535054,648094530,14249,430,2.60E+11,3.06E+11
2015,7,2015/7/7,-424.8522225,679385007,14249,430,2.61E+11,2.97E+11
2015,7,2015/7/8,-432.8761219,581467097,14249,430,2.58E+11,2.76E+11
2015,7,2015/7/9,-411.1300922,503870610,14249,430,2.68E+11,2.97E+11
2015,7,2015/7/10,-402.5775248,500701802,14249,430,2.63E+11,3.02E+11
2015,7,2015/7/13,-409.7525682,502092186,14249,430,2.67E+11,3.08E+11
2015,7,2015/7/14,-418.7708376,454422009,14249,430,2.66E+11,3.09E+11
2015,7,2015/7/15,-417.2617044,421956367,14249,430,2.75E+11,2.93E+11
2015,7,2015/7/16,-416.4940874,330531345,14249,430,2.79E+11,2.91E+11
2015,7,2015/7/17,-438.8326761,331107131,14249,430,2.76E+11,3.04E+11
2015,7,2015/7/20,-442.0303683,352673472,14249,430,2.65E+11,3.10E+11
2015,7,2015/7/21,-445.1289257,318374945,14249,430,2.76E+11,3.20E+11
2015,7,2015/7/22,-449.6215633,318945997,14249,430,2.74E+11,3.02E+11
2015,7,2015/7/23,-447.0032279,354471759,14249,430,2.60E+11,3.13E+11
2015,7,2015/7/24,-447.7367362,392045373,14249,430,2.68E+11,3.20E+11
2015,7,2015/7/27,-466.1038708,365054511,14249,430,2.67E+11,2.92E+11
2015,7,2015/7/28,-461.5142114,383527216,14249,430,2.64E+11,2.93E+11
2015,7,2015/7/29,-459.2756767,276972845,14249,430,2.68E+11,3.01E+11
2015,7,2015/7/30,-455.1209887,271548665,14249,430,2.62E+11,2.81E+11
2015,7,2015/7/31,-454.2564711,222376767,14249,430,2.71E+11,2.89E+11
2015,8,2015/8/3,-451.2994522,245805030,9671,603,2.66E+11,2.89E+11
2015,8,2015/8/4,-448.5338639,220236556,9671,603,2.63E+11,2.87E+11
2015,8,2015/8/5,-453.6225201,200484269,9671,603,2.61E+11,2.93E+11
2015,8,2015/8/6,-456.0865913,147278694,9671,603,2.65E+11,2.88E+11
2015,8,2015/8/7,-453.9668236,183349153,9671,603,2.54E+11,2.94E+11
2015,8,2015/8/10,-448.3461937,306780540,9671,603,2.67E+11,3.05E+11
2015,8,2015/8/11,-449.9659492,322034191,9671,603,2.61E+11,2.98E+11
2015,8,2015/8/12,-451.5657874,255146196,9671,603,2.66E+11,3.02E+11
2015,8,2015/8/13,-451.4368642,242836979,9671,603,2.59E+11,3.04E+11
2015,8,2015/8/14,-450.9403256,253392996,9671,603,2.62E+11,3.03E+11
2015,8,2015/8/17,-454.5045886,256939638,9671,603,2.62E+11,3.05E+11
2015,8,2015/8/18,-460.2103248,319881070,9671,603,2.66E+11,2.81E+11
2015,8,2015/8/19,-459.4403145,269049839,9671,603,2.56E+11,2.93E+11
2015,8,2015/8/20,-466.1600934,212167965,9671,603,2.59E+11,2.83E+11
2015,8,2015/8/21,-475.3523241,217986403,9671,603,2.41E+11,2.63E+11
2015,8,2015/8/24,-492.5442632,255436652,9671,603,2.43E+11,2.39E+11
2015,8,2015/8/25,-486.0968795,276081306,9671,603,2.30E+11,2.28E+11
2015,8,2015/8/26,-478.7578919,308270623,9671,603,2.50E+11,2.25E+11
2015,8,2015/8/27,-465.3906584,267294930,9671,603,2.44E+11,2.35E+11
2015,8,2015/8/28,-469.4408958,299498426,9671,603,2.45E+11,2.43E+11
2015,8,2015/8/31,-466.8332287,280250403,9671,603,2.48E+11,2.57E+11
2015,9,2015/9/1,-467.9641739,352458528,10892,604,2.43E+11,2.52E+11
2015,9,2015/9/2,-467.7317323,347789412,10892,604,2.40E+11,2.50E+11
2015,9,2015/9/7,-473.9065116,204224431,10892,604,2.40E+11,2.45E+11
2015,9,2015/9/8,-473.0800016,154599631,10892,604,2.43E+11,2.56E+11
2015,9,2015/9/9,-470.3871202,220467421,10892,604,2.45E+11,2.53E+11
2015,9,2015/9/10,-468.9520488,144882971,10892,604,2.48E+11,2.58E+11
2015,9,2015/9/11,-469.3426526,108547508,10892,604,2.40E+11,2.49E+11
2015,9,2015/9/14,-460.2005856,205457251,10892,604,2.53E+11,2.39E+11
2015,9,2015/9/15,-460.8593735,143555641,10892,604,2.46E+11,2.40E+11
2015,9,2015/9/16,-457.9197064,159709994,10892,604,2.44E+11,2.40E+11
2015,9,2015/9/17,-464.6142822,169401881,10892,604,2.47E+11,2.47E+11
2015,9,2015/9/18,-463.2376035,106903481,10892,604,2.45E+11,2.39E+11
2015,9,2015/9/21,-463.2535827,122788668,10892,604,2.51E+11,2.41E+11
2015,9,2015/9/22,-463.2280091,146221985,10892,604,2.52E+11,2.53E+11
2015,9,2015/9/23,-467.9197304,123171439,10892,604,2.46E+11,2.43E+11
2015,9,2015/9/24,-468.5274294,102011238,10892,604,2.38E+11,2.52E+11
2015,9,2015/9/25,-469.1620548,121419278,10892,604,2.51E+11,2.37E+11
2015,9,2015/9/28,-471.2017034,74219468,10892,604,2.43E+11,2.41E+11
2015,9,2015/9/29,-472.4138074,87150633,10892,604,2.41E+11,2.40E+11
2015,9,2015/9/30,-472.2097099,78559349,10892,604,2.44E+11,2.40E+11
2015,10,2015/10/8,-464.7622973,132081768,14435,616,2.54E+11,2.77E+11
2015,10,2015/10/9,-465.1724558,124352500,14435,616,2.45E+11,2.92E+11
2015,10,2015/10/12,-463.6541347,221400468,14435,616,2.52E+11,3.04E+11
2015,10,2015/10/13,-463.0224645,145433786,14435,616,2.59E+11,2.94E+11
2015,10,2015/10/14,-464.0448042,152173938,14435,616,2.51E+11,2.93E+11
2015,10,2015/10/15,-461.7540238,171158299,14435,616,2.55E+11,2.96E+11
2015,10,2015/10/16,-461.0399075,208964709,14435,616,2.55E+11,3.00E+11
2015,10,2015/10/19,-459.2072768,207606744,14435,616,2.61E+11,2.99E+11
2015,10,2015/10/20,-459.888053,179025108,14435,616,2.48E+11,3.14E+11
2015,10,2015/10/21,-461.8611978,282076050,14435,616,2.49E+11,3.02E+11
2015,10,2015/10/22,-459.557062,184305580,14435,616,2.61E+11,3.09E+11
2015,10,2015/10/23,-450.9916569,198294478,14435,616,2.66E+11,3.08E+11
2015,10,2015/10/26,-444.4010131,204248863,14435,616,2.65E+11,3.08E+11
2015,10,2015/10/27,-446.7981738,192056140,14435,616,2.60E+11,3.05E+11
2015,10,2015/10/28,-449.6088444,170977098,14435,616,2.64E+11,3.12E+11
2015,10,2015/10/29,-448.8784261,127010446,14435,616,2.57E+11,3.12E+11
2015,10,2015/10/30,-448.014059,139141914,14435,616,2.55E+11,2.97E+11
2015,11,2015/11/2,-455.7231036,130002568,11087,541,2.70E+11,2.99E+11
2015,11,2015/11/3,-458.4047246,101401876,11087,541,2.70E+11,3.01E+11
2015,11,2015/11/4,-452.7132213,205423865,11087,541,2.57E+11,3.08E+11
2015,11,2015/11/5,-451.1344487,398046568,11087,541,2.58E+11,3.18E+11
2015,11,2015/11/6,-449.224712,298753076,11087,541,2.72E+11,3.36E+11
2015,11,2015/11/9,-446.7159636,356804823,11087,541,2.55E+11,3.40E+11
2015,11,2015/11/10,-445.3141824,286519603,11087,541,2.64E+11,3.38E+11
2015,11,2015/11/11,-447.5677542,232234296,11087,541,2.58E+11,3.22E+11
2015,11,2015/11/12,-447.6987759,217537647,11087,541,2.52E+11,3.33E+11
2015,11,2015/11/13,-452.8005992,203489891,11087,541,2.49E+11,3.20E+11
2015,11,2015/11/16,-454.0686151,161690901,11087,541,2.59E+11,3.32E+11
2015,11,2015/11/17,-453.4672139,248533071,11087,541,2.53E+11,3.31E+11
2015,11,2015/11/18,-453.2534159,185689495,11087,541,2.54E+11,3.16E+11
2015,11,2015/11/19,-452.7796822,154631989,11087,541,2.61E+11,3.32E+11
2015,11,2015/11/20,-454.1044674,186951689,11087,541,2.57E+11,3.17E+11
2015,11,2015/11/23,-455.2084341,175626812,11087,541,2.65E+11,3.22E+11
2015,11,2015/11/24,-455.9636658,143383283,11087,541,2.69E+11,3.17E+11
2015,11,2015/11/25,-454.5584111,151944941,11087,541,2.70E+11,3.30E+11
2015,11,2015/11/26,-454.8767617,173525468,11087,541,2.70E+11,3.27E+11
2015,11,2015/11/27,-460.4238687,208939358,11087,541,2.67E+11,3.00E+11
2015,11,2015/11/30,-453.8787274,173201163,11087,541,2.64E+11,3.06E+11
2015,12,2015/12/1,-454.217773,136536554,12282,601,2.69E+11,3.19E+11
2015,12,2015/12/2,-446.2890456,213538865,12282,601,2.54E+11,3.29E+11
2015,12,2015/12/3,-447.5962415,197762126,12282,601,2.52E+11,3.18E+11
2015,12,2015/12/4,-452.4560927,151199522,12282,601,2.56E+11,3.10E+11
2015,12,2015/12/7,-453.2350638,113883150,12282,601,2.66E+11,3.09E+11
2015,12,2015/12/8,-456.1188823,125781083,12282,601,2.59E+11,3.08E+11
2015,12,2015/12/9,-453.6774,113325422,12282,601,2.63E+11,3.11E+11
2015,12,2015/12/10,-455.2361993,120215625,12282,601,2.60E+11,3.19E+11
2015,12,2015/12/11,-456.7926158,110322481,12282,601,2.53E+11,3.04E+11
2015,12,2015/12/14,-453.9905339,151769119,12282,601,2.59E+11,3.14E+11
2015,12,2015/12/15,-453.5495048,126481710,12282,601,2.55E+11,3.18E+11
2015,12,2015/12/16,-454.1505016,111342723,12282,601,2.69E+11,3.09E+11
2015,12,2015/12/17,-452.0281971,177924075,12282,601,2.53E+11,3.29E+11
2015,12,2015/12/18,-450.8953205,173465980,12282,601,2.57E+11,3.19E+11
2015,12,2015/12/21,-440.247198,217435275,12282,601,2.60E+11,3.30E+11
2015,12,2015/12/22,-442.2958433,180303661,12282,601,2.61E+11,3.38E+11
2015,12,2015/12/23,-444.4351366,207017147,12282,601,2.57E+11,3.38E+11
2015,12,2015/12/24,-442.7805465,147181397,12282,601,2.59E+11,3.36E+11
2015,12,2015/12/25,-443.1760135,119624013,12282,601,2.59E+11,3.27E+11
2015,12,2015/12/28,-448.6878014,153988440,12282,601,2.63E+11,3.21E+11
2015,12,2015/12/29,-447.8342736,101885555,12282,601,2.58E+11,3.27E+11
2015,12,2015/12/30,-448.7460834,105629955,12282,601,2.64E+11,3.24E+11
2015,12,2015/12/31,-449.3202765,101873556,12282,601,2.60E+11,3.30E+11
2016,1,2016/1/4,-458.1953772,115370674,17166,633,2.83E+11,3.13E+11
2016,1,2016/1/5,-455.1499191,162116984,17166,633,2.82E+11,3.03E+11
2016,1,2016/1/6,-455.5811434,145966144,17166,633,2.78E+11,3.22E+11
2016,1,2016/1/7,-466.1016182,44102641,17166,633,2.63E+11,2.84E+11
2016,1,2016/1/8,-463.4585804,185959451,17166,633,2.65E+11,2.97E+11
2016,1,2016/1/11,-468.5816161,174638387,17166,633,2.71E+11,2.85E+11
2016,1,2016/1/12,-471.62835,128225796,17166,633,2.69E+11,2.92E+11
2016,1,2016/1/13,-468.9744794,120666494,17166,633,2.65E+11,2.73E+11
2016,1,2016/1/14,-463.7911542,134537671,17166,633,2.65E+11,2.90E+11
2016,1,2016/1/15,-469.8747113,124601779,17166,633,2.53E+11,2.83E+11
2016,1,2016/1/18,-469.3762006,101128386,17166,633,2.53E+11,2.84E+11
2016,1,2016/1/19,-458.3541561,127653893,17166,633,2.54E+11,2.82E+11
2016,1,2016/1/20,-466.4338185,130650504,17166,633,2.52E+11,2.76E+11
2016,1,2016/1/21,-468.7007459,111189733,17166,633,2.63E+11,2.75E+11
2016,1,2016/1/22,-466.1957075,89951087,17166,633,2.59E+11,2.68E+11
2016,1,2016/1/25,-465.9695087,81540061,17166,633,2.58E+11,2.85E+11
2016,1,2016/1/26,-470.0204168,126933921,17166,633,2.62E+11,2.62E+11
2016,1,2016/1/27,-469.2208343,132229366,17166,633,2.65E+11,2.53E+11
2016,1,2016/1/28,-472.6952363,99222756,17166,633,2.61E+11,2.45E+11
2016,1,2016/1/29,-468.4089409,113304259,17166,633,2.64E+11,2.62E+11
2016,2,2016/2/1,-467.721088,86795342,10219,325.5,2.66E+11,2.65E+11
2016,2,2016/2/2,-464.3296622,88601963,10219,325.5,2.60E+11,2.61E+11
2016,2,2016/2/3,-465.2252127,77389000,10219,325.5,2.70E+11,2.63E+11
2016,2,2016/2/4,-463.8785549,91779724,10219,325.5,2.59E+11,2.65E+11
2016,2,2016/2/5,-465.1239982,76850808,10219,325.5,2.67E+11,2.60E+11
2016,2,2016/2/15,-468.648331,72919434,10219,325.5,2.67E+11,2.69E+11
2016,2,2016/2/16,-464.8933973,112579643,10219,325.5,2.57E+11,2.62E+11
2016,2,2016/2/17,-466.472168,128291607,10219,325.5,2.73E+11,2.69E+11
2016,2,2016/2/18,-467.164344,124401464,10219,325.5,2.60E+11,2.63E+11
2016,2,2016/2/19,-465.7763934,87338012,10219,325.5,2.62E+11,2.71E+11
2016,2,2016/2/22,-460.962581,140946968,10219,325.5,2.78E+11,2.84E+11
2016,2,2016/2/23,-456.2535382,112567391,10219,325.5,2.61E+11,2.81E+11
2016,2,2016/2/24,-450.8555285,111782650,10219,325.5,2.74E+11,2.68E+11
2016,2,2016/2/25,-456.67843,157829752,10219,325.5,2.78E+11,2.61E+11
2016,2,2016/2/26,-452.0854666,106949729,10219,325.5,2.73E+11,2.55E+11
2016,2,2016/2/29,-454.223921,129341020,10219,325.5,2.66E+11,2.51E+11
2016,3,2016/3/1,-450.5666329,116045918,11511,298,2.73E+11,2.66E+11
2016,3,2016/3/2,-444.4536257,175972347,11511,298,2.82E+11,2.77E+11
2016,3,2016/3/3,-440.8121896,173105744,11511,298,2.68E+11,2.70E+11
2016,3,2016/3/4,-429.7032914,219172534,11511,298,2.83E+11,2.81E+11
2016,3,2016/3/7,-434.6584293,132462037,11511,298,2.74E+11,2.80E+11
2016,3,2016/3/8,-439.2239034,136235742,11511,298,2.83E+11,2.71E+11
2016,3,2016/3/9,-441.174706,111466245,11511,298,2.80E+11,2.71E+11
2016,3,2016/3/10,-440.3678759,76072197,11511,298,2.73E+11,2.59E+11
2016,3,2016/3/11,-440.3811625,73333564,11511,298,2.79E+11,2.66E+11
2016,3,2016/3/14,-443.7152498,117108655,11511,298,2.80E+11,2.73E+11
2016,3,2016/3/15,-436.6113903,98311941,11511,298,2.76E+11,2.71E+11
2016,3,2016/3/16,-439.9774458,124736448,11511,298,2.76E+11,2.69E+11
2016,3,2016/3/17,-438.8542698,121661777,11511,298,2.87E+11,2.74E+11
2016,3,2016/3/18,-442.1848078,197302564,11511,298,2.80E+11,2.73E+11
2016,3,2016/3/21,-436.024376,233269464,11511,298,2.90E+11,2.87E+11
2016,3,2016/3/22,-433.4707499,161020897,11511,298,2.78E+11,2.88E+11
2016,3,2016/3/23,-432.9809868,125679286,11511,298,2.93E+11,2.95E+11
2016,3,2016/3/24,-425.3004202,133131122,11511,298,2.80E+11,2.83E+11
2016,3,2016/3/25,-423.0967468,97395330,11511,298,2.80E+11,2.83E+11
2016,3,2016/3/28,-418.3377002,103441933,11511,298,2.82E+11,2.89E+11
2016,3,2016/3/29,-419.9496263,97294747,11511,298,2.83E+11,2.70E+11
2016,3,2016/3/30,-419.2733447,117802512,11511,298,2.95E+11,2.86E+11
2016,3,2016/3/31,-420.3012783,121552074,11511,298,2.88E+11,2.83E+11
2016,4,2016/4/1,-422.8855866,118122139,15523,456,2.60E+11,3.02E+11
2016,4,2016/4/5,-422.3850957,146047772,15523,456,2.54E+11,3.14E+11
2016,4,2016/4/6,-410.6477483,120196305,15523,456,2.63E+11,3.03E+11
2016,4,2016/4/7,-414.0453906,112409467,15523,456,2.59E+11,3.11E+11
2016,4,2016/4/8,-418.4074416,101005625,15523,456,2.61E+11,2.99E+11
2016,4,2016/4/11,-424.2134022,125212709,15523,456,2.49E+11,3.03E+11
2016,4,2016/4/12,-423.1526513,92869437,15523,456,2.60E+11,3.09E+11
2016,4,2016/4/13,-425.7562167,195613866,15523,456,2.58E+11,3.01E+11
2016,4,2016/4/14,-425.1599672,113157327,15523,456,2.61E+11,3.01E+11
2016,4,2016/4/15,-423.078082,99807529,15523,456,2.67E+11,3.06E+11
2016,4,2016/4/18,-424.4113059,97090069,15523,456,2.55E+11,3.06E+11
2016,4,2016/4/19,-424.918492,80871440,15523,456,2.60E+11,3.10E+11
2016,4,2016/4/20,-427.5657878,162207858,15523,456,2.60E+11,3.04E+11
2016,4,2016/4/21,-425.5548085,104752651,15523,456,2.70E+11,3.00E+11
2016,4,2016/4/22,-418.4404634,77078492,15523,456,2.63E+11,3.07E+11
2016,4,2016/4/25,-421.1841524,67519351,15523,456,2.66E+11,2.96E+11
2016,4,2016/4/26,-421.7977438,59020734,15523,456,2.57E+11,2.98E+11
2016,4,2016/4/27,-420.7236288,60004147,15523,456,2.68E+11,3.05E+11
2016,4,2016/4/28,-419.3055652,69870660,15523,456,2.62E+11,2.91E+11
2016,4,2016/4/29,-414.4565818,58029776,15523,456,2.52E+11,2.94E+11
2016,5,2016/5/3,-405.1011207,98164835,15461,500,2.63E+11,2.99E+11
2016,5,2016/5/4,-408.9667233,90862408,15461,500,2.56E+11,3.11E+11
2016,5,2016/5/5,-407.4327744,74733681,15461,500,2.59E+11,2.97E+11
2016,5,2016/5/6,-412.5223025,108680240,15461,500,2.58E+11,2.96E+11
2016,5,2016/5/9,-414.7194433,99230477,15461,500,2.61E+11,2.92E+11
2016,5,2016/5/10,-413.3647847,68849935,15461,500,2.58E+11,2.97E+11
2016,5,2016/5/11,-408.351975,81794258,15461,500,2.51E+11,2.83E+11
2016,5,2016/5/12,-409.1961463,78765726,15461,500,2.65E+11,2.96E+11
2016,5,2016/5/13,-414.2243559,62629755,15461,500,2.58E+11,2.88E+11
