Day,C1,I,G,NX,new_cases,new_deaths,GDP
2021-07-23,86.958794360284,323363013.568529,1550.0,-482.226360693859,0.0,0.123713950131787,326628835057.4333
2021-07-24,81.6701129040092,322261827.567604,1550.0,-463.85736313807,0.0,0.118804283090867,324503354748.2825
2021-07-25,78.99114398665,324573723.892376,1550.0,-403.548716896238,0.0,0.113954130822094,322411885822.10944
2021-07-26,84.09968548204,322477070.592751,1550.0,-420.485689332703,0.0,0.109171231946675,324453707218.31714
2021-07-27,82.8645187319839,322726987.574627,1550.0,-461.942871840837,0.0,0.10446332587162,324863686987.11414
2021-07-28,81.0547425615711,325110858.307837,1550.0,-402.521341368596,0.0,0.099838150839787,323079455129.3872
2021-07-29,80.0654080748002,324270148.336795,1550.0,-414.3091464301,0.0,0.0953034462581854,322984681938.0302
2021-07-30,80.6370769355509,323189962.240389,1550.0,-402.402847837142,0.0,0.090866950340569,322940904174.4757
2021-07-31,81.492190076102,325084898.928134,1550.0,-460.443175564947,0.0,0.0865364029305056,324374227596.6989
2021-08-01,85.2700698611495,323292153.390799,1550.0,-437.586917162076,0.0,0.0823195421544369,325183165392.359
2021-08-02,84.5678637452382,326296540.230562,1550.0,-405.884936354808,0.0,0.0782241071865428,324316805659.0918
2021-08-03,83.0932089583197,321416534.473811,1550.0,-496.959085246849,0.0,0.0742578368226532,325637378624.3148
2021-08-04,86.1473874476763,322961320.690276,1550.0,-449.295987028452,0.0,0.0704284699750133,325708802444.958
2021-08-05,85.0709657824421,324029489.656541,1550.0,-400.81925098879,0.0,0.0667437454103492,324387727630.6145
2021-08-06,85.3481709839651,325552670.041211,1550.0,-400.496773279991,0.0,0.0632114026520867,324471885137.9626
2021-08-07,85.7459932786448,322706936.472571,1550.0,-400.054306317263,0.0,0.0598391795356292,324599720426.3751
2021-08-08,83.8830248017316,325001066.541414,1550.0,-413.003742230872,0.0,0.0566348161373753,324232466193.0142
2021-08-09,84.2922058328156,323597571.252042,1550.0,-452.793428377211,0.0,0.0536060497397557,325159689081.21497
2021-08-10,85.9470279510327,322982805.427863,1550.0,-436.095712393526,0.0,0.0507606211467646,325381308584.48145
2021-08-11,87.9816138588719,327030106.440856,1550.0,-403.610981010591,0.0,0.0481062677572481,325410313131.9088
2021-08-12,91.1629985107058,322438608.901597,1550.0,-437.814640655658,0.0,0.0456507291819435,327155200947.47205
2021-08-13,89.7683155153064,321132363.662319,1550.0,-436.060839714429,0.0,0.0434017442166805,326657360192.1676
2021-08-14,89.573660024191,321885659.120171,1550.0,-413.036770090456,0.0,0.0413670513371471,326135140363.058
2021-08-15,91.0449450822991,322481215.062037,1550.0,-408.571552404747,0.0,0.0395543900085613,326536393780.2227
2021-08-16,87.1820772198992,322709251.256985,1550.0,-487.54517398965,0.0,0.03797149885213,326813973165.96515
2021-08-17,87.170535875607,319528899.900694,1550.0,-400.028456811334,0.0,0.0366261162271257,325079548824.9862
2021-08-18,88.3918831128939,323602900.040508,1550.0,-497.906627935216,0.0,0.0355259823554661,327421611235.1855
2021-08-19,84.1035482039684,306790064.98741,1550.0,-400.883871892422,0.0,0.0346788347524125,324091249307.9673
2021-08-20,84.7894609871608,316026082.859224,1550.0,-459.598863308141,0.0,0.0340924132033251,325471511694.451
2021-08-21,81.0259291623556,326096555.762,1550.0,-449.688915036309,0.0,0.0337744561838917,324006947245.40063
2021-08-22,82.951541958547,316165804.301812,1550.0,-400.79599970545,0.0,0.0336539765412454,323692955473.7021
2021-08-23,85.4961273735033,324506373.11703,1550.0,-401.066261401998,0.0,0.0327926794416271,324535457167.22107
2021-08-24,88.0520710678638,312506615.042445,1550.0,-400.033546873713,0.0,0.0316785503528081,325383187513.516
2021-08-25,86.0011717859053,320688437.708789,1550.0,-434.186135942023,0.0,0.0305656256095972,325365611753.5617
2021-08-26,83.2918160547642,324411375.670929,1550.0,-483.622494647551,0.0,0.0294558554305695,325437485916.7977
2021-08-27,84.9919943926358,322867297.036182,1550.0,-400.346019936904,0.0,0.028351189364912,324355542551.81647
2021-08-28,81.2481507091273,319577017.611432,1550.0,-400.589687694251,0.0,0.0272535769909155,323116769331.60205
2021-08-29,81.7864848732815,318886231.51278,1550.0,-464.470679592642,0.0,0.0261649687308818,324563572579.2457
2021-08-30,82.6738364060375,323059901.798303,1550.0,-494.665296674176,0.0,0.0250873138138559,325452416967.30396
2021-08-31,79.2016501430002,314354507.591009,1550.0,-400.683137403302,0.0,0.0240225628367625,322443552966.43774
2021-09-01,74.3878779462946,317393265.685271,1550.0,-490.965640119201,0.0,0.0229726652323734,322624523559.8231
2021-09-02,70.7852972139629,309383579.020521,1550.0,-401.721231960568,0.0,0.02193957081181,319665176438.95123
2021-09-03,77.4305045550703,312290648.618138,1550.0,-428.031276492849,0.0,0.0209252297354396,322398180241.9968
2021-09-04,74.9688617245655,322874193.003039,1550.0,-400.063065235636,0.0,0.0199315914360341,321008985839.8611
2021-09-05,74.4281767020341,322320385.638203,1550.0,-400.182458214256,0.0,0.0189606057247147,320831898665.42993
2021-09-06,66.5408063875249,320837975.527356,1550.0,-400.40010552279,0.0,0.0180142234894447,318208869187.3805
2021-09-07,62.494120985956,314373619.614569,1550.0,-400.215408160155,0.0,0.0170943930279464,316864891756.13916
2021-09-08,60.0833706052809,315250151.506427,1550.0,-489.396691707994,0.0,0.0162030656647403,317828006848.709
2021-09-09,47.672555071093,324846568.86815,1550.0,-469.674162091878,0.0,0.0153421903960407,313286875268.57776
2021-09-10,47.5085629884848,309365264.499641,1550.0,-415.76134629919,0.0,0.0145137167710345,312184242447.84576
2021-09-11,50.4565761914738,310502796.207335,1550.0,-476.083690881786,0.0,0.0137195958814118,314361339203.8581
2021-09-12,44.5575900108596,321072346.972409,1550.0,-400.452299375128,0.0,0.0129617766651791,310881396865.1306
2021-09-13,50.0358137749843,320068799.969122,1550.0,-400.341316788078,0.0,0.0122422093409114,312706830702.3813
2021-09-14,49.694732690863,309121279.787184,1550.0,-430.700723457079,0.0,0.0115628429048229,313209668757.4859
2021-09-15,54.1934795742917,318350189.041642,1550.0,-400.11361347270997,0.0,0.0109256287978496,314090710747.20056
2021-09-16,54.2235932169163,321215071.093683,1550.0,-400.365342090742,0.0,0.010332515463233,314101930787.5071
2021-09-17,58.2377457461803,307128999.961393,1550.0,-400.387349268877,0.0,0.00978545338148251,315459453491.09143
2021-09-18,60.8457306822131,321562117.907038,1550.0,-422.115451020886,0.0,0.00928639239282347,316740281389.9526
2021-09-19,62.455235065826,312053724.604035,1550.0,-481.845981165291,0.0,0.00883728251210414,318473682659.2057
2021-09-20,63.289929324566,323544118.567314,1550.0,-447.011932515646,0.0,0.00844007276464254,318046021800.74133
2021-09-21,62.9070120013732,313540605.53738,1550.0,-400.439915369797,0.0,0.00809671432944015,317008562925.8644
2021-09-22,60.009880604918,308347158.528857,1550.0,-446.83743359331,0.0,0.00780915629002266,316969505173.6887
2021-09-23,61.2091133154137,305469946.772822,1550.0,-400.099537340056,0.0,0.00757934793364257,316446636465.8304
2021-09-24,59.7242238932857,314802392.879825,1550.0,-452.560653306681,0.0,0.00740924049750902,316979102058.68585
2021-09-25,54.9108321473713,315591588.147992,1550.0,-400.030577611547,0.0,0.00730078274500556,314332087911.75574
2021-09-26,55.7607961373128,319172318.127635,1550.0,-400.126394732128,0.0,0.00725592483649962,314612539829.1018
2021-09-27,58.9628993792971,316557060.943322,1550.0,-422.621713124243,0.0,0.00727661681594327,316129456309.85535
2021-09-28,58.031823757889,314518036.673965,1550.0,-400.112030902701,0.0,0.0072048609436024,315375577970.3555
2021-09-29,58.1831190300705,306412485.091375,1550.0,-404.265840132577,0.0,0.00696377322310582,315519233628.59045
2021-09-30,57.1910631764612,306346912.711556,1550.0,-449.312621974388,0.0,0.0067223577061668,316081611699.95135
2021-10-01,43.5905650896483,310334653.938847,1570.0,-466.318777427286,0.0,0.00648145738523453,313186431653.1792
2021-10-02,60.9502065886372,310031102.173824,1570.0,-400.216226214166,0.0,0.00624149397481233,317663561517.4885
2021-10-03,61.9892013075143,314759276.084987,1570.0,-401.766595638009,0.0,0.00600289140129462,318034336628.21643
2021-10-04,58.0101695952026,316387266.749324,1570.0,-473.310388748239,0.0,0.00576607184484601,318123959000.339
2021-10-05,50.0681986072226,319585440.413724,1570.0,-400.017830106703,0.0,0.00553145734011196,314019171862.4917
2021-10-06,57.0963789757587,315184819.161787,1570.0,-400.119372127342,0.0,0.00529947166796774,316370048818.16675
2021-10-07,57.5366533794344,312006735.687256,1570.0,-455.011651064687,0.0,0.00507053677574731,317609261826.1498
2021-10-08,43.16911786155,312288314.798672,1570.0,-478.942295934592,0.0,0.00484507551300339,313293646367.4953
2021-10-09,40.8653061540545,309302930.731969,1570.0,-481.288488567719,0.0,0.00462351119494997,312576156937.11414
2021-10-10,41.579730145463,309897842.583007,1570.0,-446.28484800334,0.0,0.00440626527415588,312119632522.0542
2021-10-11,45.9282839536781,313784024.855152,1570.0,-400.01141560936,0.0,0.00419376176432706,312646782169.80975
2021-10-12,41.6352379192284,310572751.927162,1570.0,-401.206828592805,0.0,0.00398642211803235,311243639389.6385
